ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
33;0.7000000000000001;0.5;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
34;0.6000000000000001;0.3;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
35;0.6000000000000001;0.4;0.3;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
36;0.6000000000000001;0.5;0.4000000000000001;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
37;0.9;0.3;0.4000000000000001;[1.0, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
38;0.9;0.4;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
39;0.9;0.5;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
40;0.8;0.3;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
41;0.8;0.4;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
42;0.8;0.5;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
43;0.7000000000000001;0.3;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
44;0.7000000000000001;0.4;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
45;0.7000000000000001;0.5;0.35;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.35, 0.35]
46;0.6000000000000001;0.3;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
47;0.6000000000000001;0.4;0.3;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
48;0.6000000000000001;0.5;0.35;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.35, 0.35]
ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
49;0.9;0.3;0.4000000000000001;[1.0, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
50;0.9;0.4;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
51;0.9;0.5;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
52;0.8;0.3;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
53;0.8;0.4;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
54;0.8;0.5;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
55;0.7000000000000001;0.3;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
56;0.7000000000000001;0.4;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
57;0.7000000000000001;0.5;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
58;0.6000000000000001;0.3;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
59;0.6000000000000001;0.4;0.4000000000000001;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
60;0.6000000000000001;0.5;0.4000000000000001;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
61;0.9;0.3;0.4000000000000001;[1.0, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
62;0.9;0.4;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
63;0.9;0.5;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
64;0.8;0.3;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
65;0.8;0.4;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
66;0.8;0.5;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
67;0.7000000000000001;0.3;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
68;0.7000000000000001;0.4;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
69;0.7000000000000001;0.5;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
70;0.6000000000000001;0.3;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
71;0.6000000000000001;0.4;0.3;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
72;0.6000000000000001;0.5;0.3;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
73;0.9;0.3;0.4000000000000001;[1.0, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
74;0.9;0.4;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
75;0.9;0.5;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
76;0.8;0.3;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
77;0.8;0.4;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
78;0.8;0.5;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
79;0.7000000000000001;0.3;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
80;0.7000000000000001;0.4;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
81;0.7000000000000001;0.5;0.35;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.35, 0.35]
82;0.6000000000000001;0.3;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
83;0.6000000000000001;0.4;0.3;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
84;0.6000000000000001;0.5;0.35;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.35, 0.35]
ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
85;0.9;0.3;0.4000000000000001;[1.0, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
86;0.9;0.4;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
87;0.9;0.5;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
88;0.8;0.3;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
89;0.8;0.4;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
90;0.8;0.5;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
91;0.7000000000000001;0.3;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
92;0.7000000000000001;0.4;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
93;0.7000000000000001;0.5;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
94;0.6000000000000001;0.3;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
95;0.6000000000000001;0.4;0.3;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
96;0.6000000000000001;0.5;0.4000000000000001;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
97;0.9;0.3;0.4000000000000001;[1.0, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
98;0.9;0.4;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
99;0.9;0.5;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
100;0.8;0.3;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
101;0.8;0.4;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
102;0.8;0.5;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
103;0.7000000000000001;0.3;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
104;0.7000000000000001;0.4;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
105;0.7000000000000001;0.5;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
106;0.6000000000000001;0.3;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
107;0.6000000000000001;0.4;0.3;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
108;0.6000000000000001;0.5;0.3;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
109;0.9;0.3;0.4000000000000001;[1.0, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
110;0.9;0.4;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
111;0.9;0.5;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
112;0.8;0.3;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
113;0.8;0.4;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
114;0.8;0.5;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
115;0.7000000000000001;0.3;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
116;0.7000000000000001;0.4;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
117;0.7000000000000001;0.5;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
118;0.6000000000000001;0.3;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
119;0.6000000000000001;0.4;0.3;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
120;0.6000000000000001;0.5;0.4000000000000001;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
121;0.9;0.3;0.4000000000000001;[1.0, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
122;0.9;0.4;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
123;0.9;0.5;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
124;0.8;0.3;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
125;0.8;0.4;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
126;0.8;0.5;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
127;0.7000000000000001;0.3;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
128;0.7000000000000001;0.4;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
129;0.7000000000000001;0.5;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
130;0.6000000000000001;0.3;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
131;0.6000000000000001;0.4;0.3;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
132;0.6000000000000001;0.5;0.4000000000000001;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
133;0.9;0.3;0.4000000000000001;[1.0, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
134;0.9;0.4;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
135;0.9;0.5;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
136;0.8;0.3;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
137;0.8;0.4;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
138;0.8;0.5;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
139;0.7000000000000001;0.3;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
140;0.7000000000000001;0.4;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
141;0.7000000000000001;0.5;0.35;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.35, 0.35]
142;0.6000000000000001;0.3;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
143;0.6000000000000001;0.4;0.3;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
144;0.6000000000000001;0.5;0.35;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.35, 0.35]
ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
145;0.9;0.3;0.4000000000000001;[1.0, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
146;0.9;0.4;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
147;0.9;0.5;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
148;0.8;0.3;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
149;0.8;0.4;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
150;0.8;0.5;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
151;0.7000000000000001;0.3;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
152;0.7000000000000001;0.4;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
153;0.7000000000000001;0.5;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
154;0.6000000000000001;0.3;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
155;0.6000000000000001;0.4;0.3;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
156;0.6000000000000001;0.5;0.4000000000000001;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
157;0.9;0.3;0.4000000000000001;[1.0, 0.75, 0.4000000000000001, 0.4000000000000001]
158;0.9;0.4;0.4000000000000001;[0.09999999999999998, 0.75, 0.4000000000000001, 0.4000000000000001]
159;0.9;0.5;0.4000000000000001;[0.09999999999999998, 0.75, 0.4000000000000001, 0.4000000000000001]
160;0.8;0.3;0.4000000000000001;[0.09999999999999998, 0.75, 0.4000000000000001, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
161;0.8;0.4;0.3;[0.19999999999999996, 0.75, 0.4000000000000001, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.3]
162;0.8;0.5;0.35;[0.19999999999999996, 0.75, 0.4000000000000001, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.35, 0.35]
163;0.7000000000000001;0.3;0.4000000000000001;[0.19999999999999996, 0.75, 0.4000000000000001, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
164;0.7000000000000001;0.4;0.3;[0.29999999999999993, 0.75, 0.4000000000000001, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
165;0.7000000000000001;0.5;0.35;[0.29999999999999993, 0.75, 0.4000000000000001, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.35, 0.35]
166;0.6000000000000001;0.3;0.4000000000000001;[0.29999999999999993, 0.75, 0.4000000000000001, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
167;0.6000000000000001;0.4;0.4000000000000001;[0.3999999999999999, 0.75, 0.4000000000000001, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
168;0.6000000000000001;0.5;0.4000000000000001;[0.3999999999999999, 0.75, 0.4000000000000001, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
169;0.9;0.3;0.4000000000000001;[1.0, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
170;0.9;0.4;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
171;0.9;0.5;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
172;0.8;0.3;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
173;0.8;0.4;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
174;0.8;0.5;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
175;0.7000000000000001;0.3;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
176;0.7000000000000001;0.4;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
177;0.7000000000000001;0.5;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
178;0.6000000000000001;0.3;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
179;0.6000000000000001;0.4;0.3;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
180;0.6000000000000001;0.5;0.4000000000000001;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
181;0.9;0.3;0.4000000000000001;[1.0, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
182;0.9;0.4;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
183;0.9;0.5;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
184;0.8;0.3;0.4000000000000001;[0.09999999999999998, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
185;0.8;0.4;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
186;0.8;0.5;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
187;0.7000000000000001;0.3;0.4000000000000001;[0.19999999999999996, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
188;0.7000000000000001;0.4;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
189;0.7000000000000001;0.5;0.35;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.35, 0.35]
190;0.6000000000000001;0.3;0.4000000000000001;[0.29999999999999993, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001]
191;0.6000000000000001;0.4;0.3;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.3, 0.3]
192;0.6000000000000001;0.5;0.35;[0.3999999999999999, 0.75, 0.75, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.35, 0.35]
